NIT_ENTIDAD,NOMBRE_ENTIDAD,num_contratos,suma_valor_total_contrato,promedio_valor_total_contrato,num_departamentos,num_estados_proceso,num_clases_proceso,num_tipos_proceso,num_familias,num_clases,meses_desde_ultimo_contrato,SANTANDER,VAUPES,NARIÑO,CAQUETA,NO DEFINIDO,CASANARE,META,AMAZONAS,GUAVIARE,CAUCA,VICHADA,ANTIOQUIA,QUINDIO,CHOCO,SAN ANDRES PROVIDENCIA Y SANTA CATALINA,CALDAS,BOYACA,VALLE DEL CAUCA,CUNDINAMARCA,LA GUAJIRA,TOLIMA,ARAUCA,NORTE DE SANTANDER,BOGOTA,HUILA,SUCRE,ATLANTICO,BOLIVAR,RISARALDA,PUTUMAYO,MAGDALENA,GUAINIA,CORDOBA,CESAR,TERMINADO,ACTIVO,BORRADOR,CEDIDO,MODIFICADO,EN EJECUCION,ENVIADO PROVEEDOR,SUSPENDIDO,CERRADO,CONTRATACION DIRECTA,null,CONCURSO DE MERITOS,CONTRATACION MINIMA CUANTIA,LICITACION OBRA PUBLICA,SUBASTA,LICITACION PUBLICA,REGIMEN ESPECIAL,SELECCION ABREVIADA DE MENOR CUANTIA,EMPRESTITO,SEGUROS,CONSULTORIA,PRESTACION DE SERVICIOS,ACUERDO MARCO DE PRECIOS,COMISION,COMPRAVENTA,COMODATO,SUMINISTROS,SERVICIOS FINANCIEROS,NEGOCIO FIDUCIARIO,OTRO,VENTA INMUEBLES,ARRENDAMIENTO DE INMUEBLES,ARRENDAMIENTO DE MUEBLES,INTERVENTORIA,CONCESION,ASOCIACION PUBLICO PRIVADA,OBRA,DECREELAW0922017,VENTA MUEBLES,numero_de_multas,suma_valor_sancion,promedio_valor_sancion,meses_desde_ultima_multa
899999067,CONTRALORIA GENERAL DE LA REPUBLICACGR GERENCIA DEPARTAMENTAL BOYACA,9,236431741,2.6270193444444444E7,1,2,3,3,1,1,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,7,0,0,0,1,0,0,7,0,0,0,0,1,0,0,0,4,0,0,0,0,4,0,0,0,0,1,0,0,0,0,0,0,0,6,7.2651861E7,1.21086435E7,97.35483871
817005159,INSTITUTO NACIONAL PENITENCIARIO Y CARCELARIO - INPEC,19,1534972324,8.078801705263157E7,1,2,2,3,1,1,18,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,13,0,0,0,0,0,0,14,0,5,0,0,0,0,0,0,4,0,0,7,0,8,0,0,0,0,0,0,0,0,0,0,0,0,,,,
804004840,DIRECCION REGIONAL ORIENTE INPEC,6,123213664,2.0535610666666668E7,1,2,1,5,1,1,19,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,2,0,4,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,2,0,0,0,0,0,0,1,0,0,,,,
899999705,CUNDINAMARCA - COTA - ALCALDIA,200,5078976900,2.53948845E7,1,4,5,8,1,1,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,1,5,165,0,0,0,148,36,0,12,1,0,0,1,2,0,2,1,152,0,0,3,1,1,0,0,39,0,0,0,0,0,0,0,1,0,,,,
860015971,INSTITUTO NACIONAL PARA CIEGOS - INCI,91,2004944922,2.203236178021978E7,1,4,4,6,1,1,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91,0,0,0,0,0,0,0,0,0,0,0,7,0,2,7,75,0,0,0,56,3,1,26,0,0,0,0,5,0,1,1,76,0,0,9,0,0,0,0,3,0,0,0,0,0,0,1,0,0,,,,
899999034,SENA REGIONAL HUILA GRUPO ADMINISTRATIVO MIXTO NEIVA,406,14299422402,3.5220252221674874E7,1,5,4,4,1,1,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,406,0,0,0,0,0,0,0,0,0,18,4,0,11,63,310,0,0,0,366,5,0,31,0,3,0,0,1,0,0,0,382,0,0,14,0,5,0,0,5,0,0,0,0,0,0,0,0,0,10,2.6631119E7,2663111.9,39.64516129
816000558,RISARALDA - INSTITUTO MUNICIPAL DE TRANSITO Y TRANSPORTES DE PEREIRA,49,1497058091,3.055220593877551E7,1,4,4,3,1,1,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,0,0,0,0,0,0,1,0,1,1,46,0,0,0,36,0,0,8,0,4,0,0,1,0,0,0,40,0,0,0,0,8,0,0,0,0,1,0,0,0,0,0,0,0,,,,
899999028,MINISTERIO DE AGRICULTURA Y DESARROLLO RURAL - MINAGRICULTURA,555,318857920943,5.745187764738739E8,1,5,6,7,1,1,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,555,0,0,0,0,0,0,0,0,0,0,22,10,0,5,273,245,0,0,0,515,20,0,9,2,3,0,5,1,0,1,0,522,0,0,5,1,2,0,0,17,0,0,0,0,0,0,0,7,0,7,2.440049E8,3.485784285714286E7,101.87096774
900373379,DIVISION DE SANIDAD DE LA POLICIA NACIONAL,71,22859191387,3.2196044207042253E8,1,3,3,4,1,1,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71,0,0,0,0,0,0,0,0,0,0,5,0,0,0,6,60,0,0,0,51,7,0,7,0,0,0,0,6,0,0,0,55,0,0,5,0,0,0,0,7,0,0,0,0,0,0,4,0,0,,,,
805000348,VALLE DEL CAUCA - YUMBO - PERSONERIA,2,9600000,4800000.0,1,1,1,1,1,1,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
890000464,MUNICIPIO DE ARMENIA QUINDIO,3596,87551050385,2.4346788204949945E7,1,6,7,12,1,1,18,0,0,0,0,0,0,0,0,0,0,0,0,3596,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,126,175,0,11,616,2593,0,0,75,3463,2,5,36,10,6,0,61,13,0,1,7,3468,0,0,4,12,13,0,1,59,0,7,0,1,0,0,8,15,0,1,0.0,0.0,76.51612903
802004295,INSTITUTO NACIONAL PENITENCIARIO Y CARCELARIO - INPEC,8,219804364,2.74755455E7,1,1,2,1,1,1,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,7,0,1,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,,,,
800131053,EJERCITO NACIONAL,36,1960535108,5.445930855555555E7,1,3,4,4,1,1,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,3,0,0,2,31,0,0,0,14,0,0,17,0,3,0,0,2,0,0,0,22,0,0,2,0,11,0,0,0,0,0,0,0,0,0,1,0,0,,,,
890900286,ANTIOQUIA - GOBERNACION,874,1754193773540,2.0070866974141877E9,1,4,7,13,1,1,18,0,0,0,0,0,0,0,0,0,0,0,874,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,61,0,0,38,748,0,0,0,533,184,13,38,17,30,0,29,30,3,5,3,328,0,0,11,6,25,2,0,396,0,19,0,10,0,0,29,37,0,15,1.3474356649E9,8.982904432666667E7,41.4516129
813001834,ESTABLECIMIENTO PENITENCIARIO Y CARCELARIO DE MEDIANA SEGURIDAD PITALITO INPEC,14,350426516,2.503046542857143E7,1,2,2,2,1,1,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,1,13,0,0,0,0,0,0,10,0,4,0,0,0,0,0,0,2,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,,,,
899999034,SENA REGIONAL TOLIMA 1,1258,44570400506,3.542957114944356E7,1,5,5,5,1,1,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1258,0,0,0,0,0,0,0,0,0,0,0,0,0,45,9,0,10,534,660,0,0,0,1158,0,0,77,0,14,0,1,8,0,0,0,1194,0,0,35,0,25,0,0,2,0,0,0,0,0,0,2,0,0,10,2.6631119E7,2663111.9,39.64516129
805007945,INSTITUTO NACIONAL PENITENCIARIO Y CARCELARIO - INPEC,17,2851086884,1.6771099317647058E8,1,2,2,2,1,1,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,10,0,0,0,0,0,0,11,0,6,0,0,0,0,0,0,1,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,,,,
800190982,VALLE DEL CAUCA - YUMBO - CONTRALORIA,41,985977049,2.4048220707317073E7,1,4,2,4,1,1,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,1,30,0,0,1,37,0,0,4,0,0,0,0,0,0,1,0,38,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,,,,
800054249,MUNICIPIO DE VILLAGARZON,3,617274135,2.05758045E8,1,2,1,1,1,1,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,,,,
810004736,MINISTERIO DEL TRABAJO - MINTRABAJO,6,191219656,3.1869942666666668E7,1,1,1,1,1,1,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,,,,
838000096,AMAZONAS - ESE HOSPITAL SAN RAFAEL DE LETICIA,1,1808000000,1.808E9,1,1,0,1,1,1,21,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,,,
899999069,INSTITUTO COLOMBIANO AGROPECUARIOSECCIONAL CAQUETA,13,85061400,6543184.615384615,1,2,2,2,1,1,19,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,12,0,0,0,6,0,0,7,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,7,6.0486306E7,8640900.857142856,51.83870968
900081331,INSTITUTO DE TRANSITO Y TRANSPORTE DE ACACIAS,81,527129766,6507774.888888889,1,4,3,3,1,1,18,0,0,0,0,0,0,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,1,0,0,0,68,0,1,0,77,0,0,3,0,0,0,0,1,0,1,0,79,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,
800170433,SUPERINTENDENCIA DE PUERTOS Y TRANSPORTE,327,14648931430,4.4797955443425074E7,1,5,6,6,1,1,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,327,0,0,0,0,0,0,0,0,0,0,14,2,0,14,8,289,0,0,0,315,2,3,4,1,1,0,0,1,0,2,3,315,0,0,1,2,0,0,0,4,0,0,0,0,0,0,0,0,0,2,7804944.0,3902472.0,77.38709677
813005578,INSTITUTO DEPARTAMENTAL DEL DEPORTE LA EDUCACION FISICA LA RECREACION Y EL APROVECHAMIENTO DEL TIEMPO LIBRE DEL HUILA,129,2130334227,1.6514218813953489E7,1,4,4,4,1,1,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,129,0,0,0,0,0,0,0,0,0,0,2,0,1,4,122,0,0,0,111,0,0,2,0,0,0,15,1,0,0,1,112,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,15,0,,,,
817005038,CONTRALORIA MUNICIPAL DE POPAYAN,18,158433077,8801837.611111112,1,2,2,4,1,1,20,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,10,0,0,0,15,0,0,3,0,0,0,0,0,0,1,0,15,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,
900034993,CREG - COMISION DE REGULACION DE ENERGIA Y GAS,70,9457790178,1.3511128825714287E8,1,5,1,2,1,1,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,0,0,0,0,0,0,0,0,0,0,3,4,0,1,3,59,0,0,0,0,25,0,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,48,0,,,,
900294884,CUNDINAMARCA - INSTITUTO DEPARTAMENTAL PARA LA RECREACION Y EL DEPORTE DE CUNDINAMARCA,544,15086948362,2.7733360959558822E7,1,4,6,7,1,1,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,544,0,0,0,0,0,0,0,0,0,0,5,10,0,0,28,501,0,0,0,523,0,0,9,1,1,0,9,1,0,1,0,526,0,0,1,0,1,0,0,5,0,1,0,0,0,0,0,9,0,,,,
891780103,MAGDALENA - SITIONUEVO - ALCALDIA,1,129128000,1.29128E8,1,1,0,1,1,1,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,,,
817002458,MINISTERIO DEL TRABAJO - MINTRABAJO,4,166209649,4.155241225E7,1,1,1,1,1,1,23,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,,,,
811010070,CARCEL Y PENITENCIARIA CON ALTA Y MEDIA SEGURIDAD LA PAZ,14,467125561,3.33661115E7,1,1,2,3,1,1,18,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,12,0,2,0,0,0,0,0,0,5,0,0,1,0,8,0,0,0,0,0,0,0,0,0,0,0,0,,,,
900258711,CUNDINAMARCA - INSTITUTO DE INFRAESTRUCTURA Y CONCESIONES DE CUNDINAMARCA - ICCU,297,188042290126,6.33139023993266E8,1,5,6,9,1,1,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,297,0,0,0,0,0,0,0,0,0,0,1,14,0,0,104,177,0,1,0,275,0,8,3,4,5,0,0,2,0,1,1,31,0,0,5,1,3,0,0,10,0,0,0,7,0,0,238,0,0,3,2.21923986E9,7.3974662E8,101.41935484
900034608,ARAUCA - UNIDAD ADMINISTRATIVA ESPECIAL DE SALUD DE ARAUCA,443,14788009015,3.3381510191873588E7,1,5,6,6,1,1,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,443,0,0,0,0,0,0,0,0,0,0,0,0,25,6,0,0,37,369,0,0,6,400,16,3,15,3,1,0,0,5,0,1,0,415,0,0,16,0,0,0,0,6,0,0,0,4,0,0,1,0,0,,,,
890983906,ANTIOQUIA - PUERTO TRIUNFO - ALCALDIA,85,3459098531,4.069527683529412E7,1,6,3,9,1,1,18,0,0,0,0,0,0,0,0,0,0,0,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,1,11,63,0,1,0,60,0,0,23,0,0,0,0,2,0,0,1,47,0,0,4,2,4,0,0,13,0,7,2,0,0,0,5,0,0,,,,
899999118,CAJA DE RETIRO DE LAS FUERZAS MILITARES - CREMIL,276,10974350788,3.976214053623188E7,1,5,4,5,1,1,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,276,0,0,0,0,0,0,0,0,0,0,31,2,0,4,42,197,0,0,0,249,9,0,15,1,0,0,0,2,0,0,0,256,0,0,3,0,3,0,0,13,0,0,0,0,0,0,1,0,0,,,,
8001306324,EJERCITO NACIONAL,121,22523005827,1.861405440247934E8,1,5,5,5,1,1,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,121,0,0,0,0,0,0,0,0,0,0,2,4,0,1,18,96,0,0,0,65,4,0,28,2,11,0,0,11,0,0,1,81,0,0,16,0,19,0,0,4,0,0,0,0,0,0,0,0,0,,,,
890399029,GOBERNACION DEL VALLE SECRETARIA DE CONVIVENCIA Y SEGURIDAD CIUDADANA,290,17648774438,6.085784288965517E7,1,4,2,2,1,1,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,290,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,66,0,0,54,159,0,0,0,289,0,0,0,1,0,0,0,0,0,0,0,289,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,,,
8900006134,QUINDIO - QUIMBAYA - ALCALDIA,104,4387158202,4.218421348076923E7,1,3,2,3,1,1,18,0,0,0,0,0,0,0,0,0,0,0,0,104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,3,82,0,0,0,100,3,0,1,0,0,0,0,0,0,0,0,101,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,,,,
890999034,SENA REGIONAL CAUCA GRUPO ADMINISTRATIVO INTERCENTROS CTPI,352,10112144598,2.8727683517045453E7,1,6,4,4,1,1,18,0,0,0,0,0,0,0,0,0,352,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,2,0,5,94,234,0,0,9,311,0,0,39,0,1,0,0,1,0,0,0,321,0,0,29,0,1,0,0,0,0,1,0,0,0,0,0,0,0,,,,
805000889,VALLE DEL CAUCA - INSTITUCION UNIVERSITARIA ANTONIO JOSE CAMACHO - CALI,136,1837718368,1.351263505882353E7,1,4,4,3,1,1,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,32,0,0,11,92,0,0,0,124,0,0,10,0,1,0,0,1,0,0,0,132,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,
804003778,CONCEJO MUNICIPAL DE BUCARAMANGA,68,1016345777,1.4946261426470589E7,1,2,2,3,1,1,19,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,65,0,0,0,65,0,0,3,0,0,0,0,0,0,0,0,66,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,,,
8999992399,INSTITUTO COLOMBIANO DE BIENESTAR FAMILIAR - ICBF,276,245871021337,8.908370338297101E8,1,5,4,4,1,1,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,276,0,0,0,0,0,0,0,2,2,0,5,24,243,0,0,0,184,2,0,9,0,0,0,80,1,0,0,0,164,0,0,0,15,3,0,0,94,0,0,0,0,0,0,0,0,0,,,,
817004722,INSTITUTO DEPARTAMENTAL DE DEPORTES DEL CAUCA,136,1498541582,1.1018688102941176E7,1,3,2,2,1,1,18,0,0,0,0,0,0,0,0,0,136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,23,104,0,0,0,118,0,0,0,0,0,0,18,0,0,0,0,118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,,,,
899999067,CGR GERENCIA DEPARTAMENTAL HUILA,6,192961657,3.2160276166666668E7,1,2,2,4,1,1,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5,0,0,0,1,0,0,5,0,0,0,0,0,0,0,0,2,0,0,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,6,7.2651861E7,1.21086435E7,97.35483871
809002886,ESTABLECIMIENTO PENITENCIARIO DE MEDIANA SEGURIDAD Y CARCELARIO ARMERO GUAYABAL,2,17537000,8768500.0,1,2,1,1,1,1,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,,,,
900315506,CALDAS - ASOCIACION CABLE AEREO MANIZALES,25,1218082070,4.87232828E7,1,3,3,4,1,1,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,23,0,0,0,17,0,0,5,0,0,0,0,3,0,0,0,18,0,0,0,0,2,0,0,1,0,4,0,0,0,0,0,0,0,,,,
814001045,INSTITUTO NACIONAL PENITENCIARIO Y CARCELARIO - INPEC,14,59226029,4230430.642857143,1,3,1,3,1,1,19,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,8,5,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,3,0,0,7,0,4,0,0,0,0,0,0,0,0,0,0,0,0,,,,
9013620904,UNIDAD PRESTADORA DE SALUD ATLANTICO,482,15848960590,3.2881660975103736E7,1,3,3,5,1,1,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,482,0,0,0,0,0,0,0,0,353,0,0,10,119,0,0,0,428,12,0,37,0,0,0,0,5,0,0,0,450,0,0,11,0,8,0,0,12,0,0,0,0,0,0,1,0,0,,,,
890203944,ASOCIACION COLOMBIANA PARA EL AVANCE DE LA CIENCIA,12,179352100,1.4946008333333334E7,1,2,1,1,1,1,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,3,0,0,0,0,0,0,0,12,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
800077545,ALCALDIA MUNICIPAL DE AQUITANIA,2,1356347485,6.781737425E8,1,2,0,1,1,1,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,,,,
890505988,ESTABLECIMIENTO PENITENCIARIO Y CARCELARIO DE PAMPLONA INPEC,6,19311000,3218500.0,1,1,1,2,1,1,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,1,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,,,,
901377527,UNIDAD ADMINISTRATIVA ESPECIAL DE ALIMENTACION ESCOLARALIMENTOS PARA APRENDER,20,4635389338,2.317694669E8,1,2,5,4,1,1,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,19,0,0,0,14,1,1,1,0,0,0,2,1,0,0,1,13,0,0,1,0,0,0,0,5,0,0,0,0,0,0,0,0,0,,,,
899999034,SENA REGIONAL GUAINIA GRUPO DE APOYO ADMINISTRATIVO MIXTO,153,4560835890,2.9809384901960783E7,1,5,3,4,1,1,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,153,0,0,3,4,0,4,11,131,0,0,0,139,1,0,12,0,0,0,0,1,0,0,0,139,0,0,10,0,3,0,0,1,0,0,0,0,0,0,0,0,0,10,2.6631119E7,2663111.9,39.64516129
8320008297,INSTITUTO MUNICIPAL PARA LA RECREACIONY EL DEPORTE CUNDEPORTES FUNZA,8,86048332,1.07560415E7,1,2,1,2,1,1,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,0,0,0,7,1,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,,,
830002593,CRC - COMISION DE REGULACION DE COMUNICACIONES,101,16565477723,1.6401463092079207E8,1,5,5,6,1,1,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101,0,0,0,0,0,0,0,0,0,0,2,3,0,3,15,78,0,0,0,73,1,7,12,5,0,0,0,3,0,3,7,86,0,0,1,0,0,0,0,3,0,1,0,0,0,0,0,0,0,,,,
8001316486,FONDO UNICO DE TECNOLOGIAS DE LA INFORMACION Y LAS COMUNICACIONES,901,439081657080,4.8732703338512766E8,1,6,6,9,1,1,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,901,0,0,0,0,0,0,0,0,0,0,37,6,0,49,37,771,0,1,0,821,49,8,6,6,4,0,0,7,0,1,6,832,0,0,5,1,2,0,0,46,0,0,0,2,0,0,0,6,0,,,,
830032895,INSTITUTO NACIONAL PENITENCIARIO Y CARCELARIO - INPEC,22,1619378786,7.360812663636364E7,1,2,2,3,1,1,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,21,0,0,0,0,0,0,12,0,10,0,0,0,0,0,0,5,0,0,4,0,13,0,0,0,0,0,0,0,0,0,0,0,0,,,,
830079479,COMPUTADORES PARA EDUCAR,345,48086070503,1.393799145014493E8,1,5,7,7,1,1,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,345,0,0,0,0,0,0,0,0,0,0,3,2,0,0,38,301,0,0,1,310,0,1,20,6,2,0,1,5,0,1,1,54,0,0,6,0,0,0,0,280,0,2,0,0,0,0,0,1,0,3,2.29099901E9,7.636663366666666E8,100.12903226
