nivel_entidad,nombre_de_la_entidad,nit_de_la_entidad,estado_del_proceso,modalidad_de_contrataci_n,objeto_a_contratar,tipo_de_contrato,fecha_de_firma_del_contrato,numero_del_contrato,numero_de_proceso,valor_contrato,nom_raz_social_contratista,url_contrato
TERRITORIAL,BOGOTA DC  FUNDACION GILBERTO ALZATE AVENDA�O,NO DEFINIDO,CELEBRADO,CONTRATACION DIRECTA LEY 1150 DE 2007,LA ARRENDADORA ENTREGA A TITULO DE ARRENDAMIENTO A LA ARRENDATARIA Y ESTA RECIBE EL USO Y GOCE DEL AUDITORIO DENTRO DE LAS INSTALACIONES DE LA FUNDACION GILBERTO ALZATE AVENDA�O UBICADA EN LA CALLE 10 N 316 DE BOGOTA DC POR DOCE 12 HORAS EL DIA 30 DE SEPTIEMBRE DE 2012 DE 700 AM A 700 PM INCLUYENDO LOS EQUIPOS DE ILUMINACION Y SONIDO Y LOS ELEMENTOS QUE SE ENCUENTREN DISPONIBLES PARA EL EFECTO ADEMAS DEL PIANO PROPIEDAD DE LA FUNDACION PARAGRAFO PRIMERO EN EL ARRENDAMIENTO QUEDAN INCLUIDOS TODAS LAS ANEXIDADES USOS Y COSTUMBRES DEL INMUEBLE QUE SE ARRIENDA PARAGRAFO SEGUNDO EL INMUEBLE OBJETO DEL PRESENTE CONTRATO TIENE INCLUIDOS LOS SERVICIOS DE ACUEDUCTO Y ENERGIA Y EL VALOR QUE SE GENERE CON OCASION DEL PRESENTE CONTRATO DE ARRENDAMIENTO IMPUTABLES A DICHOS GASTOS SE ENTENDERA IGUALMENTE INCLUIDO DENTRO DEL VALOR TOTAL DEL PRESENTE CONTRATO PARAGRAFO TERCERO EN CASO DE FUERZA MAYOR QUE IMPIDA AL CONTRATISTA HACER LA PRESENTACION LA FUNDACION LO AUTORIZA PARA SOLICITAR LA PROGRAMACION DE UNA NUEVA FECHA CUYA ACEPTACION ESTARA SOMETIDA A LA DISPONIBILIDAD DEL ESCENARIO,ARRENDAMIENTO,2012-09-20T00:00:00.000,AAR1292012,12-12-1175010,4025000,UNIVERSIDAD DE LOS ANDES,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=12-12-1175010
TERRITORIAL,BOGOTA DC  FUNDACION GILBERTO ALZATE AVENDA�O,NO DEFINIDO,CELEBRADO,CONTRATACION DIRECTA LEY 1150 DE 2007,LA ARRENDADORA ENTREGA A TITULO DE ARRENDAMIENTO A LA ARRENDATARIA Y ESTA RECIBE EL USO Y GOCE DEL AUDITORIO DENTRO DE LAS INSTALACIONES DE LA FUNDACION GILBERTO ALZATE AVENDA�O UBICADA EN LA CALLE 10 N 316 DE BOGOTA DC POR DOCE 12 HORAS EL DIA 30 DE SEPTIEMBRE DE 2012 DE 700 AM A 700 PM INCLUYENDO LOS EQUIPOS DE ILUMINACION Y SONIDO Y LOS ELEMENTOS QUE SE ENCUENTREN DISPONIBLES PARA EL EFECTO ADEMAS DEL PIANO PROPIEDAD DE LA FUNDACION PARAGRAFO PRIMERO EN EL ARRENDAMIENTO QUEDAN INCLUIDOS TODAS LAS ANEXIDADES USOS Y COSTUMBRES DEL INMUEBLE QUE SE ARRIENDA PARAGRAFO SEGUNDO EL INMUEBLE OBJETO DEL PRESENTE CONTRATO TIENE INCLUIDOS LOS SERVICIOS DE ACUEDUCTO Y ENERGIA Y EL VALOR QUE SE GENERE CON OCASION DEL PRESENTE CONTRATO DE ARRENDAMIENTO IMPUTABLES A DICHOS GASTOS SE ENTENDERA IGUALMENTE INCLUIDO DENTRO DEL VALOR TOTAL DEL PRESENTE CONTRATO PARAGRAFO TERCERO EN CASO DE FUERZA MAYOR QUE IMPIDA AL CONTRATISTA HACER LA PRESENTACION LA FUNDACION LO AUTORIZA PARA SOLICITAR LA PROGRAMACION DE UNA NUEVA FECHA CUYA ACEPTACION ESTARA SOMETIDA A LA DISPONIBILIDAD DEL ESCENARIO,ARRENDAMIENTO,2012-09-20T00:00:00.000,AAR1292012,12-12-1175010,4025000,UNIVERSIDAD DE LOS ANDES,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=12-12-1175010
NACIONAL,CRC  COMISION DE REGULACION DE COMUNICACIONES,830002593,CELEBRADO,CONTRATACION DIRECTA LEY 1150 DE 2007,INSCRIPCION DE DOS 2 FUNCIONARIOS DE LA ENTIDAD AL CONGRESO INTERNACIONAL DE CONTRATACION PUBLICA  XII JORNADAS DE CONTRATACION ESTATAL 2014 QUE SE LLEVARA A CABO EN LA CIUDAD DE CARTAGENA,PRESTACION DE SERVICIOS,2014-10-28T00:00:00.000,0822014,14-12-3080866,2600000,UNIVERSIDAD DE LOS ANDES,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=14-12-3080866
NACIONAL,CRC  COMISION DE REGULACION DE COMUNICACIONES,830002593,CELEBRADO,CONTRATACION DIRECTA LEY 1150 DE 2007,INSCRIPCION DE DOS 2 FUNCIONARIOS DE LA ENTIDAD AL CONGRESO INTERNACIONAL DE CONTRATACION PUBLICA  XII JORNADAS DE CONTRATACION ESTATAL 2014 QUE SE LLEVARA A CABO EN LA CIUDAD DE CARTAGENA,PRESTACION DE SERVICIOS,2014-10-28T00:00:00.000,0822014,14-12-3080866,2600000,UNIVERSIDAD DE LOS ANDES,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=14-12-3080866
NACIONAL,SUPERINTENDENCIA DE INDUSTRIA Y COMERCIO SUPERINDUSTRIA,800176089,LIQUIDADO,CONTRATACION DIRECTA LEY 1150 DE 2007,AUNAR ESFUERZOS TECNICOS ADMINISTRATIVOS Y HUMANOS ENTRE LA SIC Y LA UNIVERSIDAD DE LOS ANDES PARA EL FUNCIONAMIENTO EL CENTRO DE APOYO A LA TECNOLOGIA Y LA INNOVACION  CATI,OTRO TIPO DE CONTRATO,2017-03-31T00:00:00.000,841 DE 2017,17-12-6455921,0,UNIVERSIDAD DE LOS ANDES,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=17-12-6455921
NACIONAL,SUPERINTENDENCIA DE INDUSTRIA Y COMERCIO SUPERINDUSTRIA,800176089,LIQUIDADO,CONTRATACION DIRECTA LEY 1150 DE 2007,AUNAR ESFUERZOS TECNICOS ADMINISTRATIVOS Y HUMANOS ENTRE LA SIC Y LA UNIVERSIDAD DE LOS ANDES PARA EL FUNCIONAMIENTO EL CENTRO DE APOYO A LA TECNOLOGIA Y LA INNOVACION  CATI,OTRO TIPO DE CONTRATO,2017-03-31T00:00:00.000,841 DE 2017,17-12-6455921,0,UNIVERSIDAD DE LOS ANDES,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=17-12-6455921
NACIONAL,UNIVERSIDAD MILITAR NUEVA GRANADA,800225340,CELEBRADO,REGIMEN ESPECIAL,SERVICIO DE ANALISIS DE MUESTRAS PARA PROYECTO DE INVESTIGACION,OTRO TIPO DE CONTRATO,2018-11-10T00:00:00.000,ORDEN DE SERVICIO N 575,19-4-9173221,3980000,UNIVERSIDAD DE LOS ANDES,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=19-4-9173221
NACIONAL,UNIVERSIDAD MILITAR NUEVA GRANADA,800225340,CELEBRADO,REGIMEN ESPECIAL,SERVICIO DE ANALISIS DE MUESTRAS PARA PROYECTO DE INVESTIGACION,OTRO TIPO DE CONTRATO,2018-11-10T00:00:00.000,ORDEN DE SERVICIO N 575,19-4-9173221,3980000,UNIVERSIDAD DE LOS ANDES,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=19-4-9173221
NACIONAL,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES IDEAM,830000602,LIQUIDADO,CONTRATACION DIRECTA LEY 1150 DE 2007,DESARROLLAR LA SEGUNDA VERSION DE UN CUBO DE DATOS DE IMAGENES DE SENSORES REMOTOS COMO HERRAMIENTA FUNCIONAL Y OPERATIVA PARA MAXIMIZAR EL USO DE DATOS DE OBSERVACION DE LA TIERRA EN EL IDEAM,OTRO TIPO DE CONTRATO,2016-03-31T00:00:00.000,114 DE 2016,16-12-4950682,349050000,UNIVERSIDAD DE LOS ANDES,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=16-12-4950682
NACIONAL,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES IDEAM,830000602,LIQUIDADO,CONTRATACION DIRECTA LEY 1150 DE 2007,DESARROLLAR LA SEGUNDA VERSION DE UN CUBO DE DATOS DE IMAGENES DE SENSORES REMOTOS COMO HERRAMIENTA FUNCIONAL Y OPERATIVA PARA MAXIMIZAR EL USO DE DATOS DE OBSERVACION DE LA TIERRA EN EL IDEAM,OTRO TIPO DE CONTRATO,2016-03-31T00:00:00.000,114 DE 2016,16-12-4950682,349050000,UNIVERSIDAD DE LOS ANDES,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=16-12-4950682
TERRITORIAL,SANTANDER  CAMARA DE COMERCIO DE BUCARAMANGA,890200110,CELEBRADO,REGIMEN ESPECIAL,PARTICIPACION AL VI CONGRESO INTERNACIONAL DE COMPRA PUBLICA  XVII JORNADAS DE CONTRATACION ESTATAL 2019,PRESTACION DE SERVICIOS,2019-09-17T00:00:00.000,ORDEN 4141405,19-4-9911265,2768000,UNIVERSIDAD DE LOS ANDES,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=19-4-9911265
TERRITORIAL,SANTANDER  CAMARA DE COMERCIO DE BUCARAMANGA,890200110,CELEBRADO,REGIMEN ESPECIAL,PARTICIPACION AL VI CONGRESO INTERNACIONAL DE COMPRA PUBLICA  XVII JORNADAS DE CONTRATACION ESTATAL 2019,PRESTACION DE SERVICIOS,2019-09-17T00:00:00.000,ORDEN 4141405,19-4-9911265,2768000,UNIVERSIDAD DE LOS ANDES,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=19-4-9911265
NACIONAL,ECOPETROL  EMPRESA COLOMBIANA DE PETROLEOS,NO DEFINIDO,CELEBRADO,REGIMEN ESPECIAL,SERVICIOS DE FORMACION EN ESTRATEGIA Y PROSPECTIVA PARA LA FUNCION DE PLANEACION Y PROGRAMACION DE LA ACADEMIA DE LA CADENA DE SUMINISTRO BAJO METODOLOGIA BASADA EN NEGOCIACION BILATERAL POR MEDIO DEL ACUERDO DE BASES ECONOMICAS NO7600475,PRESTACION DE SERVICIOS,2018-10-09T00:00:00.000,1653728,19-4-9125025,41293120,UNIVERSIDAD DE LOS ANDES,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=19-4-9125025
NACIONAL,ECOPETROL  EMPRESA COLOMBIANA DE PETROLEOS,NO DEFINIDO,CELEBRADO,REGIMEN ESPECIAL,SERVICIOS DE FORMACION EN ESTRATEGIA Y PROSPECTIVA PARA LA FUNCION DE PLANEACION Y PROGRAMACION DE LA ACADEMIA DE LA CADENA DE SUMINISTRO BAJO METODOLOGIA BASADA EN NEGOCIACION BILATERAL POR MEDIO DEL ACUERDO DE BASES ECONOMICAS NO7600475,PRESTACION DE SERVICIOS,2018-10-09T00:00:00.000,1653728,19-4-9125025,41293120,UNIVERSIDAD DE LOS ANDES,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=19-4-9125025
NACIONAL,MINISTERIO DEL TRABAJO MINTRABAJO,830115226,LIQUIDADO,CONTRATACION DIRECTA LEY 1150 DE 2007,EL OBJETO DEL PRESENTE CONTRATO CONSISTE EN QUE LA UNIVERSIDAD SE OBLIGA PARA CON EL MINISTERIO A DESARROLLAR HERRAMIENTAS PARA PROMOCIONAR Y DIVULGAR LOS PRINCIPIOS Y DERECHOS FUNDAMENTALES EN EL TRABAJO,PRESTACION DE SERVICIOS,2008-05-29T00:00:00.000,OPS2122008,08-12-53145,213000000,UNIVERSIDAD DE LOS ANDES,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=08-12-53145
NACIONAL,MINISTERIO DEL TRABAJO MINTRABAJO,830115226,LIQUIDADO,CONTRATACION DIRECTA LEY 1150 DE 2007,EL OBJETO DEL PRESENTE CONTRATO CONSISTE EN QUE LA UNIVERSIDAD SE OBLIGA PARA CON EL MINISTERIO A DESARROLLAR HERRAMIENTAS PARA PROMOCIONAR Y DIVULGAR LOS PRINCIPIOS Y DERECHOS FUNDAMENTALES EN EL TRABAJO,PRESTACION DE SERVICIOS,2008-05-29T00:00:00.000,OPS2122008,08-12-53145,213000000,UNIVERSIDAD DE LOS ANDES,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=08-12-53145
NACIONAL,MINISTERIO DE CULTURA MINCULTURA,830034348,CELEBRADO,REGIMEN ESPECIAL,CONTRATO DE DONACION DE LAS PIEZAS QUE SE IDENTIFICAN  MAS ADELANTE YCUYO DERECHO DE PROPIEDAD HA DECIDIDO TRANSFERIR  EL DONANTE AL MINISTERIOMUSEO NACIONAL  TITULO GRATUITO  IRREVOCABLE Y A PERPETUIDAD PREVIO CONCEPTO FVORABLE DEL COMITE DE COLECCIONES LO CUAL CONSTA EN EL ACTA 21 DE L COMITE DE COLECCIONES DE LOS MUSEOS COLONIAL Y SANTA CLARA DEL 23 DE AGOSTO DE 2017,OTRO TIPO DE CONTRATO,2017-09-27T00:00:00.000,2866  2017,17-4-7155906,0,UNIVERSIDAD DE LOS ANDES,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=17-4-7155906
NACIONAL,MINISTERIO DE CULTURA MINCULTURA,830034348,CELEBRADO,REGIMEN ESPECIAL,CONTRATO DE DONACION DE LAS PIEZAS QUE SE IDENTIFICAN  MAS ADELANTE YCUYO DERECHO DE PROPIEDAD HA DECIDIDO TRANSFERIR  EL DONANTE AL MINISTERIOMUSEO NACIONAL  TITULO GRATUITO  IRREVOCABLE Y A PERPETUIDAD PREVIO CONCEPTO FVORABLE DEL COMITE DE COLECCIONES LO CUAL CONSTA EN EL ACTA 21 DE L COMITE DE COLECCIONES DE LOS MUSEOS COLONIAL Y SANTA CLARA DEL 23 DE AGOSTO DE 2017,OTRO TIPO DE CONTRATO,2017-09-27T00:00:00.000,2866  2017,17-4-7155906,0,UNIVERSIDAD DE LOS ANDES,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=17-4-7155906
NACIONAL,SUPERINTENDENCIA DE INDUSTRIA Y COMERCIO SUPERINDUSTRIA,800176089,CELEBRADO,CONTRATACION DIRECTA LEY 1150 DE 2007,PRESTACION DE SERVICIOS PROFESIONALES PARA CAPACITAR A SERVIDORES PUBLICOS DE LA SUPERINTENDENCIA DE INDUSTRIA Y COMERCIO EN LA XI JORNADA DE CONTRATACION ESTATAL,PRESTACION DE SERVICIOS,2013-10-28T00:00:00.000,351 DE 2013,13-12-2048811,12012000,UNIVERSIDAD DE LOS ANDES,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=13-12-2048811
NACIONAL,SUPERINTENDENCIA DE INDUSTRIA Y COMERCIO SUPERINDUSTRIA,800176089,CELEBRADO,CONTRATACION DIRECTA LEY 1150 DE 2007,PRESTACION DE SERVICIOS PROFESIONALES PARA CAPACITAR A SERVIDORES PUBLICOS DE LA SUPERINTENDENCIA DE INDUSTRIA Y COMERCIO EN LA XI JORNADA DE CONTRATACION ESTATAL,PRESTACION DE SERVICIOS,2013-10-28T00:00:00.000,351 DE 2013,13-12-2048811,12012000,UNIVERSIDAD DE LOS ANDES,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=13-12-2048811
NACIONAL,SUPERINTENDENCIA DE INDUSTRIA Y COMERCIO SUPERINDUSTRIA,800176089,CELEBRADO,CONTRATACION DIRECTA LEY 1150 DE 2007,REALIZAR UN CURSO SOBRE LOS FUNDAMENTOS DEL DERECHO A LA PROTECCION DE DATOS PERSONALES SU MARCO REGULATORIO Y LOS MODELOS DE PROTECCION INTERNACIONAL TENIENDO EN CUENTA LA LEY 1581 DE 2012 PARA VEINTE 20 FUNCIONARIOS DE LA SUPERINTENDENCIA DE INDUSTRIA Y COMERCIO,PRESTACION DE SERVICIOS,2013-04-09T00:00:00.000,Contrato No 118 de 2013,13-12-1603829,15000000,UNIVERSIDAD DE LOS ANDES,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=13-12-1603829
NACIONAL,SUPERINTENDENCIA DE INDUSTRIA Y COMERCIO SUPERINDUSTRIA,800176089,CELEBRADO,CONTRATACION DIRECTA LEY 1150 DE 2007,REALIZAR UN CURSO SOBRE LOS FUNDAMENTOS DEL DERECHO A LA PROTECCION DE DATOS PERSONALES SU MARCO REGULATORIO Y LOS MODELOS DE PROTECCION INTERNACIONAL TENIENDO EN CUENTA LA LEY 1581 DE 2012 PARA VEINTE 20 FUNCIONARIOS DE LA SUPERINTENDENCIA DE INDUSTRIA Y COMERCIO,PRESTACION DE SERVICIOS,2013-04-09T00:00:00.000,Contrato No 118 de 2013,13-12-1603829,15000000,UNIVERSIDAD DE LOS ANDES,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=13-12-1603829
NACIONAL,CENTRO DE MEMORIA HISTORICA CNMH,900492141,CELEBRADO,REGIMEN ESPECIAL,EL PRESENTE CONVENIO TIENE COMO OBJETO ESTABLECER LAS BASES DE COOPERACION ENTRE ENTRE EL CENTRO DE MEMORIA HISTORICA Y LA UNIVERSIDAD PARA LA REALIZACION DE PASANTIAS DE ESTUDIANTES O PRACTICAS PROFESIONALES DE TODOS LOS PROGRAMAS CURRICULARES DE PREGRADO DE LA UNIVERSIDAD QUE TENGAN PREVISTA LA PASANTIA COMO MODALIDAD DE TRABAJO DE GRADO O LA PRACTICA PROFESIONAL DENTRO DEL PLAN DE ESTUDIOS EN ACTIVIDADES RELACIONADAS CON LA DISCIPLINA DE FORMACION DEL ESTUDIANTE CON MIRAS A CONTRIBUIR A SU FORTALECIMIENTO PROFESIONAL A COMPLEMENTAR LA FORMACION ACADEMICA ADQUIRIDA DURANTE EL PROCESO DE ENESE�ANZA  APRENDIZAJE Y FAVORECER EL AFIANZAMIENTO DE LA FORMACION PROFESIONAL Y HUMANA DE LOS ESTUDIANTES DE LA UNIVERSIDAD,OTRO TIPO DE CONTRATO,2013-07-22T00:00:00.000,3962013,13-4-1827508,0,UNIVERSIDAD DE LOS ANDES,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=13-4-1827508
NACIONAL,CENTRO DE MEMORIA HISTORICA CNMH,900492141,CELEBRADO,REGIMEN ESPECIAL,EL PRESENTE CONVENIO TIENE COMO OBJETO ESTABLECER LAS BASES DE COOPERACION ENTRE ENTRE EL CENTRO DE MEMORIA HISTORICA Y LA UNIVERSIDAD PARA LA REALIZACION DE PASANTIAS DE ESTUDIANTES O PRACTICAS PROFESIONALES DE TODOS LOS PROGRAMAS CURRICULARES DE PREGRADO DE LA UNIVERSIDAD QUE TENGAN PREVISTA LA PASANTIA COMO MODALIDAD DE TRABAJO DE GRADO O LA PRACTICA PROFESIONAL DENTRO DEL PLAN DE ESTUDIOS EN ACTIVIDADES RELACIONADAS CON LA DISCIPLINA DE FORMACION DEL ESTUDIANTE CON MIRAS A CONTRIBUIR A SU FORTALECIMIENTO PROFESIONAL A COMPLEMENTAR LA FORMACION ACADEMICA ADQUIRIDA DURANTE EL PROCESO DE ENESE�ANZA  APRENDIZAJE Y FAVORECER EL AFIANZAMIENTO DE LA FORMACION PROFESIONAL Y HUMANA DE LOS ESTUDIANTES DE LA UNIVERSIDAD,OTRO TIPO DE CONTRATO,2013-07-22T00:00:00.000,3962013,13-4-1827508,0,UNIVERSIDAD DE LOS ANDES,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=13-4-1827508
TERRITORIAL,BOGOTA DC  PATRIMONIO AUTONOMO INNPULSA COLOMBIA,830054060,LIQUIDADO,REGIMEN ESPECIAL,AUNAR ESFUERZOS ENTRE LA UNIVERSIDAD E INNPULSA COLOMBIA PARA LA IMPLEMENTACION DE LA METODOLOGIA ACELERA REGION ASI COMO EL ACOMPA�AMIENTO EMPRENDIMIENTOS EN ETAPA TEMPRANA CON POTENCIAL DE CRECIMIENTO,PRESTACION DE SERVICIOS,2020-12-21T00:00:00.000,0892020,20-4-11473520,548600000,UNIVERSIDAD DE LOS ANDES,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=20-4-11473520
TERRITORIAL,BOGOTA DC  PATRIMONIO AUTONOMO INNPULSA COLOMBIA,830054060,LIQUIDADO,REGIMEN ESPECIAL,AUNAR ESFUERZOS ENTRE LA UNIVERSIDAD E INNPULSA COLOMBIA PARA LA IMPLEMENTACION DE LA METODOLOGIA ACELERA REGION ASI COMO EL ACOMPA�AMIENTO EMPRENDIMIENTOS EN ETAPA TEMPRANA CON POTENCIAL DE CRECIMIENTO,PRESTACION DE SERVICIOS,2020-12-21T00:00:00.000,0892020,20-4-11473520,548600000,UNIVERSIDAD DE LOS ANDES,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=20-4-11473520
NACIONAL,ECOPETROL  EMPRESA COLOMBIANA DE PETROLEOS,NO DEFINIDO,CELEBRADO,REGIMEN ESPECIAL,SERVICIO DE DISE�O DE CONTENIDOS MONTAJE Y EJECUCION DEL PROGRAMA INTEGRAL DE FORMACION DIRIGIDO A LAS PERSONAS QUE INTERVIENEN EN LA GESTION DE PROYECTOS EN ECOPETROL,PRESTACION DE SERVICIOS,2017-08-11T00:00:00.000,3007659,17-4-7055184,350000000,UNIVERSIDAD DE LOS ANDES,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=17-4-7055184
NACIONAL,ECOPETROL  EMPRESA COLOMBIANA DE PETROLEOS,NO DEFINIDO,CELEBRADO,REGIMEN ESPECIAL,SERVICIO DE DISE�O DE CONTENIDOS MONTAJE Y EJECUCION DEL PROGRAMA INTEGRAL DE FORMACION DIRIGIDO A LAS PERSONAS QUE INTERVIENEN EN LA GESTION DE PROYECTOS EN ECOPETROL,PRESTACION DE SERVICIOS,2017-08-11T00:00:00.000,3007659,17-4-7055184,350000000,UNIVERSIDAD DE LOS ANDES,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=17-4-7055184
No Definido,DEPARTAMENTO ADMINISTRATIVO DE LA FUNCI�N P�BLICA ENTIDAD,899999020,En aprobaci�n,Contrataci�n directa,FUNCI�N P�BLICA y LA UNIVERSIDAD a trav�s del Centro de Trayectoria Profesional acuerdan por virtud del presente convenio aunar esfuerzos dirigidos a propiciar un espacio que permita a los estudiantes de pregrado y posgrado de LA UNIVERSIDAD aplicar y ampliar a trav�s de la pr�ctica los conocimientos adquiridos en desarrollo del Programa Acad�mico que cada uno se encuentra cursando Tiene en consecuencia el convenio una finalidad estrictamente acad�mica,Otro,,CO1.PCCNTR.610461,CO1.BDOS.570886,0,Uniandes,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.568133&isFromPublicArea=True&isModal=true&asPopupView=true
No Definido,DEPARTAMENTO ADMINISTRATIVO DE LA FUNCI�N P�BLICA ENTIDAD,899999020,En aprobaci�n,Contrataci�n directa,FUNCI�N P�BLICA y LA UNIVERSIDAD a trav�s del Centro de Trayectoria Profesional acuerdan por virtud del presente convenio aunar esfuerzos dirigidos a propiciar un espacio que permita a los estudiantes de pregrado y posgrado de LA UNIVERSIDAD aplicar y ampliar a trav�s de la pr�ctica los conocimientos adquiridos en desarrollo del Programa Acad�mico que cada uno se encuentra cursando Tiene en consecuencia el convenio una finalidad estrictamente acad�mica,Otro,,CO1.PCCNTR.610461,CO1.BDOS.570886,0,Uniandes,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.568133&isFromPublicArea=True&isModal=true&asPopupView=true
NACIONAL,FONDO DE LAS TECNOLOGIAS DE LA INFORMACION Y LAS COMUNICACIONES,800131648,CELEBRADO,CONTRATACION DIRECTA LEY 1150 DE 2007,L CONTRATISTA SE OBLIGA CON EL FONDO  A REALIZAR LA INSCRIPCION Y A GARANTIZAR LA PARTICIPACION DE SERVIDORES DEL MINISTERIO DE TIC EN LAS SIGUIENTES CAPACITACIONES CURSO EN DERECHO ADMINISTRATIVO Y MEDIOS ELECTRONICOS PARA 12 SERVIDORES Y CURSO EN COMPUTACION EN LA NUBE PROMESAS DE VALOR AMENAZAS EMERGENTES Y RETOS JURIDICOS PARA 13 SERVIDORES,PRESTACION DE SERVICIOS,2012-07-31T00:00:00.000,8082012,12-12-1156490,21120000,UNIVERSIDAD DE LOS ANDES,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=12-12-1156490
NACIONAL,FONDO DE LAS TECNOLOGIAS DE LA INFORMACION Y LAS COMUNICACIONES,800131648,CELEBRADO,CONTRATACION DIRECTA LEY 1150 DE 2007,L CONTRATISTA SE OBLIGA CON EL FONDO  A REALIZAR LA INSCRIPCION Y A GARANTIZAR LA PARTICIPACION DE SERVIDORES DEL MINISTERIO DE TIC EN LAS SIGUIENTES CAPACITACIONES CURSO EN DERECHO ADMINISTRATIVO Y MEDIOS ELECTRONICOS PARA 12 SERVIDORES Y CURSO EN COMPUTACION EN LA NUBE PROMESAS DE VALOR AMENAZAS EMERGENTES Y RETOS JURIDICOS PARA 13 SERVIDORES,PRESTACION DE SERVICIOS,2012-07-31T00:00:00.000,8082012,12-12-1156490,21120000,UNIVERSIDAD DE LOS ANDES,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=12-12-1156490
TERRITORIAL,CAR  CORPORACION AUTONOMA REGIONAL DE CUNDINAMARCA,899999062,LIQUIDADO,CONTRATACION DIRECTA LEY 1150 DE 2007,AUNAR ESFUERZOS ENTRE LA CORPORACION Y LA UNIVERSIDAD DE LOS ANDES PARA EL DESARROLLO Y APLICACION DE HERRAMIENTAS EDUCATIVAS TENDIENTES A PROMOVER EN EL SECTOR PRODUCTIVO ESTRATEGIAS DE ENCADENAMIENTO PRODUCTIVO Y RECONOCIMIENTO AMBIENTAL EN EL MARCO DE LA POLITICA DE PRODUCCION Y CONSUMO SOSTENIBLE EN EL TERRITORIO CAR,PRESTACION DE SERVICIOS,2017-05-26T00:00:00.000,1429 DE 2017,17-12-6664843,1200000000,UNIVERSIDAD DE LOS ANDES,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=17-12-6664843
TERRITORIAL,CAR  CORPORACION AUTONOMA REGIONAL DE CUNDINAMARCA,899999062,LIQUIDADO,CONTRATACION DIRECTA LEY 1150 DE 2007,AUNAR ESFUERZOS ENTRE LA CORPORACION Y LA UNIVERSIDAD DE LOS ANDES PARA EL DESARROLLO Y APLICACION DE HERRAMIENTAS EDUCATIVAS TENDIENTES A PROMOVER EN EL SECTOR PRODUCTIVO ESTRATEGIAS DE ENCADENAMIENTO PRODUCTIVO Y RECONOCIMIENTO AMBIENTAL EN EL MARCO DE LA POLITICA DE PRODUCCION Y CONSUMO SOSTENIBLE EN EL TERRITORIO CAR,PRESTACION DE SERVICIOS,2017-05-26T00:00:00.000,1429 DE 2017,17-12-6664843,1200000000,UNIVERSIDAD DE LOS ANDES,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=17-12-6664843
